quat_1,quat_2,quat_3,quat_4,quat_5,quat_6,quat_7,quat_8,quat_9,pos_1,pos_2,pos_3,vel_1,vel_2,vel_3
0.999858766870358,0.0168022461134716,0.000361715398371663,-0.0168021973452654,0.999858823671346,-0.000137444253113214,-0.000363973704887394,0.000131347227924933,0.999999925135521,-0.0287620667612988,0.0052841263051269,0.545043099826048,-0.00030204301743811,-3.29770892809725e-06,-4.11025523629121e-05
0.99985876581214,0.0168022978675419,0.000362236103879172,-0.0168022490314435,0.999858822802968,-0.000137442892817726,-0.000364494320826262,0.000131337099956824,0.999999924947225,-0.0287635293452445,0.00528410878985448,0.545042901479174,-0.000282424310232972,-3.7102847720582e-06,-3.81507536504479e-05
0.999858764814584,0.0168023468544472,0.000362717022618371,-0.0168022979573301,0.999858821981592,-0.000137437031854796,-0.000364975079627744,0.000131323141421889,0.999999924773709,-0.0287648854903953,0.00528408919597027,0.545042719150955,-0.000259514918372516,-4.12750091129997e-06,-3.4702236866479e-05
0.999858763883605,0.0168023928526628,0.000363152274332806,-0.0168023439022913,0.999858821210967,-0.000137426358889681,-0.000365410096604856,0.000131305139922222,0.999999924617208,-0.0287661194922146,0.00528406752546208,0.545042555212096,-0.000233620257688786,-4.5392597062211e-06,-3.08030431389695e-05
0.999858763024032,0.0168024356926459,0.000363536581992428,-0.0168023866975616,0.999858820493963,-0.000137410653044405,-0.000365794091738618,0.000131282963349956,0.99999992447973,-0.0287672172585858,0.00528404383095412,0.545042411790184,-0.000205079185647209,-4.93544049058614e-06,-2.65042727903075e-05
0.999858762239547,0.0168024752588057,0.000363865330367824,-0.0168024262282052,0.999858819832526,-0.000137389786525941,-0.000366122448288459,0.000131256561529676,0.999999924363031,-0.0287681664661985,0.00528401821527376,0.545042290746029,-0.000174259616118183,-5.30611860249242e-06,-2.18614241340247e-05
0.999858761532644,0.0168025114905259,0.00036413461610126,-0.0168024624341312,0.999858819227673,-0.000137363725549291,-0.000366391262871851,0.000131225966299216,0.999999924268592,-0.0287689566942018,0.00528399082993147,0.545042193653424,-0.000141553820920911,-5.6417803649113e-06,-1.69336843317497e-05
0.999858760904613,0.0168025443822377,0.00036434128874243,-0.0168024953101608,0.999858818679482,-0.000137332529562949,-0.000366597386481272,0.000131191290045314,0.999999924197598,-0.0287695795337051,0.00528396187254515,0.54504212178256,-0.000107373477646762,-5.93352967487842e-06,-1.17831813272631e-05
0.99985876035554,0.0168025739825567,0.000364482982330477,-0.0168025249051616,0.99985881818711,-0.000137296348814705,-0.000366738456020758,0.000131152722739097,0.999999924150932,-0.0287700286720139,0.00528393158326104,0.545042076087253,-7.21445258184274e-05,-6.17328205474684e-06,-6.47420628325134e-06
0.999858759884322,0.0168026003925153,0.00036455813722183,-0.0168025513202781,0.999858817748825,-0.000137255420325044,-0.000366812916062762,0.000131110527543705,0.999999924129154,-0.0287702999507995,0.00528390024024409,0.545042057196119,-3.63018952168805e-05,-6.35394228625118e-06,-1.07241624412537e-06
0.999858759488711,0.0168026237629357,0.000364566011983987,-0.0168025747063056,0.999858817362051,-0.000137210062363484,-0.000366820030647091,0.000131065035092381,0.999999924132508,-0.0287703913977257,0.00528386815432844,0.545042065407756,-2.84171198264514e-07,-6.46956209219391e-06,4.35597307684472e-06
0.999858759165367,0.0168026442910037,0.000364506685297005,-0.0168025952602665,0.999858817023419,-0.000137160667548797,-0.00036675988506573,0.000131016636558926,0.999999924160911,-0.0287703032313817,0.00528383566293617,0.545042100689976,3.5471737977952e-05,-6.51547474225538e-06,9.74499445455377e-06
0.999858758909929,0.0168026622161149,0.000364381047925824,-0.0168026132212612,0.99985881672885,-0.000137107694717171,-0.000366633377699096,0.000130965775663457,0.999999924213963,-0.0287700378396897,0.00528380312338627,0.545042162683042,7.0535867376694e-05,-6.48840392470438e-06,1.50297263871997e-05
0.999858758717107,0.0168026778150802,0.000364190784946092,-0.0168026288656792,0.999858816473629,-0.000137051659722897,-0.000366442202089147,0.000130912939774905,0.999999924290955,-0.0287695997322807,0.0052837709057282,0.545042250706851,0.000104490332102526,-6.38654474315677e-06,2.01470707631937e-05
0.999858758580782,0.0168026913967808,0.000363938348522499,-0.016802642501863,0.999858816252494,-0.000136993125352751,-0.000366188819551376,0.000130858650286361,0.999999924390878,-0.0287689954676377,0.0052837393852435,0.54504236377194,0.000136934273543026,-6.2096152540699e-06,2.50365016240231e-05
